"Date","Year","Month","MonYr","Site","Station","Sample_num","OysterID","SampleEventID","ShellHeight","SH_Bin","M_F","Sex","ReproStage","Parasite","BadSlide","Comments","DataStatus"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0243","08","LXND2112-08","LXCOLL_20211207_1_0243_1",53.99,"(50,55]","No","Z","Z","No","Y","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0243","09","LXND2112-09","LXCOLL_20211207_1_0243_1",62.94,"(60,65]","No","Z","4","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0243","10","LXND2112-10","LXCOLL_20211207_1_0243_1",63.24,"(60,65]","No","Z","4","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0244","11","LXND2112-11","LXCOLL_20211207_1_0244_1",43.43,"(40,45]","No","Z","4","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0244","12","LXND2112-12","LXCOLL_20211207_1_0244_1",52.65,"(50,55]","No","F","3","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0244","13","LXND2112-13","LXCOLL_20211207_1_0244_1",50.22,"(50,55]","No","F","3","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0244","14","LXND2112-14","LXCOLL_20211207_1_0244_1",51.12,"(50,55]","No","Z","4","No","N","OldStage=Z;","Proofed"
2021-12-07,"2021","Dec",Dec 2021,"LXN","0244","15","LXND2112-15","LXCOLL_20211207_1_0244_1",56.65,"(55,60]","No","Z","4","Yes","N","OldStage=Z;","Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0242","01","LXND2201-01","LXCOLL_20220111_1_0242_1",55.24,"(55,60]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0242","02","LXND2201-02","LXCOLL_20220111_1_0242_1",58.18,"(55,60]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0242","03","LXND2201-03","LXCOLL_20220111_1_0242_1",46.39,"(45,50]","No","F","1","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0242","04","LXND2201-04","LXCOLL_20220111_1_0242_1",45.82,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0242","05","LXND2201-05","LXCOLL_20220111_1_0242_1",42.38,"(40,45]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0243","06","LXND2201-06","LXCOLL_20220111_1_0243_1",55.13,"(55,60]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0243","07","LXND2201-07","LXCOLL_20220111_1_0243_1",53.36,"(50,55]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0243","08","LXND2201-08","LXCOLL_20220111_1_0243_1",45.98,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0243","09","LXND2201-09","LXCOLL_20220111_1_0243_1",49.77,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0243","10","LXND2201-10","LXCOLL_20220111_1_0243_1",46.47,"(45,50]","No","F","1","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0244","11","LXND2201-11","LXCOLL_20220111_1_0244_1",45.39,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0244","12","LXND2201-12","LXCOLL_20220111_1_0244_1",55.95,"(55,60]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0244","13","LXND2201-13","LXCOLL_20220111_1_0244_1",52.25,"(50,55]","No","Z","4","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0244","14","LXND2201-14","LXCOLL_20220111_1_0244_1",52.52,"(50,55]","No","F","1","No","N",NA,"Proofed"
2022-01-11,"2022","Jan",Jan 2022,"LXN","0244","15","LXND2201-15","LXCOLL_20220111_1_0244_1",40.29,"(40,45]","No","F","1","Yes","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0242","01","LXND2202-01","LXCOLL_20220209_1_0242_1",57.49,"(55,60]","No","F","1","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0242","02","LXND2202-02","LXCOLL_20220209_1_0242_1",66.04,"(65,70]","No","F","1","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0242","03","LXND2202-03","LXCOLL_20220209_1_0242_1",44,"(40,45]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0242","04","LXND2202-04","LXCOLL_20220209_1_0242_1",48.19,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0242","05","LXND2202-05","LXCOLL_20220209_1_0242_1",53.62,"(50,55]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0243","06","LXND2202-06","LXCOLL_20220209_1_0243_1",60.36,"(60,65]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0243","07","LXND2202-07","LXCOLL_20220209_1_0243_1",68.5,"(65,70]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0243","08","LXND2202-08","LXCOLL_20220209_1_0243_1",54.65,"(50,55]","No","F","1","Yes","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0243","09","LXND2202-09","LXCOLL_20220209_1_0243_1",53.76,"(50,55]","No","F","1","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0243","10","LXND2202-10","LXCOLL_20220209_1_0243_1",54.8,"(50,55]","No","M","3","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0244","11","LXND2202-11","LXCOLL_20220209_1_0244_1",70.15,"(70,75]","No","F","1","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0244","12","LXND2202-12","LXCOLL_20220209_1_0244_1",54.52,"(50,55]","No","Z","4","Yes","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0244","13","LXND2202-13","LXCOLL_20220209_1_0244_1",47.43,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0244","14","LXND2202-14","LXCOLL_20220209_1_0244_1",42.17,"(40,45]","No","F","1","No","N",NA,"Proofed"
2022-02-09,"2022","Feb",Feb 2022,"LXN","0244","15","LXND2202-15","LXCOLL_20220209_1_0244_1",38.76,"(35,40]","No","Z","4","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0242","01","LXND2203-01","LXCOLL_20220309_1_0242_1",45.75,"(45,50]","No","M",NA,"Yes","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0242","02","LXND2203-02","LXCOLL_20220309_1_0242_1",52.46,"(50,55]","No","Z",NA,"No","Y",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0242","03","LXND2203-03","LXCOLL_20220309_1_0242_1",48.47,"(45,50]","No","Z","4","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0242","04","LXND2203-04","LXCOLL_20220309_1_0242_1",42.27,"(40,45]","No","F","1","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0242","05","LXND2203-05","LXCOLL_20220309_1_0242_1",48.72,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0243","06","LXND2203-06","LXCOLL_20220309_1_0243_1",50.83,"(50,55]","No","Z","4","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0243","07","LXND2203-07","LXCOLL_20220309_1_0243_1",55.23,"(55,60]","No","F","1","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0243","08","LXND2203-08","LXCOLL_20220309_1_0243_1",55.83,"(55,60]","No","Z",NA,"No","Y",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0243","09","LXND2203-09","LXCOLL_20220309_1_0243_1",49.02,"(45,50]","No","Z",NA,"No","Y",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0243","10","LXND2203-10","LXCOLL_20220309_1_0243_1",55.7,"(55,60]","No","Z",NA,"No","Y",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0244","11","LXND2203-11","LXCOLL_20220309_1_0244_1",53.32,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0244","12","LXND2203-12","LXCOLL_20220309_1_0244_1",67.44,"(65,70]","No","Z","4","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0244","13","LXND2203-13","LXCOLL_20220309_1_0244_1",50.66,"(50,55]","No","M","2","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0244","14","LXND2203-14","LXCOLL_20220309_1_0244_1",53.91,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-03-09,"2022","Mar",Mar 2022,"LXN","0244","15","LXND2203-15","LXCOLL_20220309_1_0244_1",62.06,"(60,65]","No","Z",NA,"No","Y",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0242","01","LXND2204-01","LXCOLL_20220405_1_0242_1",55.81,"(55,60]","No","F","3","Yes","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0242","02","LXND2204-02","LXCOLL_20220405_1_0242_1",44.43,"(40,45]","No","Z","Z","Buceph","Y",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0242","03","LXND2204-03","LXCOLL_20220405_1_0242_1",43.89,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0242","04","LXND2204-04","LXCOLL_20220405_1_0242_1",63.26,"(60,65]","No","Z","4","Yes","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0242","05","LXND2204-05","LXCOLL_20220405_1_0242_1",47.63,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0243","06","LXND2204-06","LXCOLL_20220405_1_0243_1",46.06,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0243","07","LXND2204-07","LXCOLL_20220405_1_0243_1",60.45,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0243","08","LXND2204-08","LXCOLL_20220405_1_0243_1",56.18,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0243","09","LXND2204-09","LXCOLL_20220405_1_0243_1",61.8,"(60,65]","No","F","1","Yes","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0243","10","LXND2204-10","LXCOLL_20220405_1_0243_1",56.18,"(55,60]","No","M","1","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0244","11","LXND2204-11","LXCOLL_20220405_1_0244_1",60.47,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0244","12","LXND2204-12","LXCOLL_20220405_1_0244_1",60.11,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0244","13","LXND2204-13","LXCOLL_20220405_1_0244_1",60.41,"(60,65]","No","M","2","No","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0244","14","LXND2204-14","LXCOLL_20220405_1_0244_1",79.46,"(75,80]","No","F","3","Yes","N",NA,"Proofed"
2022-04-05,"2022","Apr",Apr 2022,"LXN","0244","15","LXND2204-15","LXCOLL_20220405_1_0244_1",42.95,"(40,45]","No","M","2","Yes","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0242","01","LXND2205-01","LXCOLL_20220503_1_0242_1",53.06,"(50,55]","No","M","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0242","02","LXND2205-02","LXCOLL_20220503_1_0242_1",51.1,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0242","03","LXND2205-03","LXCOLL_20220503_1_0242_1",47.49,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0242","04","LXND2205-04","LXCOLL_20220503_1_0242_1",57.21,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0242","05","LXND2205-05","LXCOLL_20220503_1_0242_1",43.5,"(40,45]","No","F","2","Yes","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0243","06","LXND2205-06","LXCOLL_20220503_1_0243_1",54.53,"(50,55]","No","F","3","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0243","07","LXND2205-07","LXCOLL_20220503_1_0243_1",78.31,"(75,80]","No","F","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0243","08","LXND2205-08","LXCOLL_20220503_1_0243_1",63.81,"(60,65]","No","Z","4","Yes","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0243","09","LXND2205-09","LXCOLL_20220503_1_0243_1",56.3,"(55,60]","No","M","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0243","10","LXND2205-10","LXCOLL_20220503_1_0243_1",56.24,"(55,60]","No","Z","4","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0244","11","LXND2205-11","LXCOLL_20220503_1_0244_1",49.65,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0244","12","LXND2205-12","LXCOLL_20220503_1_0244_1",56.07,"(55,60]","No","Z","4","Yes","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0244","13","LXND2205-13","LXCOLL_20220503_1_0244_1",52.16,"(50,55]","No","Z","4","No","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0244","14","LXND2205-14","LXCOLL_20220503_1_0244_1",57.69,"(55,60]","No","Z","4","Yes","N",NA,"Proofed"
2022-05-03,"2022","May",May 2022,"LXN","0244","15","LXND2205-15","LXCOLL_20220503_1_0244_1",52.19,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0242","01","LXND2206-01","LXCOLL_20220608_1_0242_1",48.66,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0242","02","LXND2206-02","LXCOLL_20220608_1_0242_1",44.5,"(40,45]","No","Z","4","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0242","03","LXND2206-03","LXCOLL_20220608_1_0242_1",47.81,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0242","04","LXND2206-04","LXCOLL_20220608_1_0242_1",50.25,"(50,55]","No","M","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0242","05","LXND2206-05","LXCOLL_20220608_1_0242_1",49.85,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0243","06","LXND2206-06","LXCOLL_20220608_1_0243_1",68.26,"(65,70]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0243","07","LXND2206-07","LXCOLL_20220608_1_0243_1",52.14,"(50,55]","No","M","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0243","08","LXND2206-08","LXCOLL_20220608_1_0243_1",50.88,"(50,55]","No","M","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0243","09","LXND2206-09","LXCOLL_20220608_1_0243_1",56.13,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0243","10","LXND2206-10","LXCOLL_20220608_1_0243_1",48.03,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0244","11","LXND2206-11","LXCOLL_20220608_1_0244_1",61.55,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0244","12","LXND2206-12","LXCOLL_20220608_1_0244_1",42.89,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0244","13","LXND2206-13","LXCOLL_20220608_1_0244_1",38.41,"(35,40]","No","F","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0244","14","LXND2206-14","LXCOLL_20220608_1_0244_1",45.84,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-06-08,"2022","Jun",Jun 2022,"LXN","0244","15","LXND2206-15","LXCOLL_20220608_1_0244_1",35.59,"(35,40]","No","M","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0242","01","LXND2207-01","LXCOLL_20220705_1_0242_1",49.78,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0242","02","LXND2207-02","LXCOLL_20220705_1_0242_1",48.7,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0242","03","LXND2207-03","LXCOLL_20220705_1_0242_1",52.16,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0242","04","LXND2207-04","LXCOLL_20220705_1_0242_1",42.75,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0242","05","LXND2207-05","LXCOLL_20220705_1_0242_1",49.77,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0243","06","LXND2207-06","LXCOLL_20220705_1_0243_1",67.27,"(65,70]","No","F","2","Yes","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0243","07","LXND2207-07","LXCOLL_20220705_1_0243_1",59.72,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0243","08","LXND2207-08","LXCOLL_20220705_1_0243_1",62.49,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0243","09","LXND2207-09","LXCOLL_20220705_1_0243_1",49.38,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0243","10","LXND2207-10","LXCOLL_20220705_1_0243_1",46.26,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0244","11","LXND2207-11","LXCOLL_20220705_1_0244_1",59.96,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0244","12","LXND2207-12","LXCOLL_20220705_1_0244_1",54.43,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0244","13","LXND2207-13","LXCOLL_20220705_1_0244_1",49.59,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0244","14","LXND2207-14","LXCOLL_20220705_1_0244_1",52.5,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-07-05,"2022","Jul",Jul 2022,"LXN","0244","15","LXND2207-15","LXCOLL_20220705_1_0244_1",46.7,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0242","01","LXND2208-01","LXCOLL_20220802_1_0242_1",56.77,"(55,60]","No","M","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0242","02","LXND2208-02","LXCOLL_20220802_1_0242_1",55.35,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0242","03","LXND2208-03","LXCOLL_20220802_1_0242_1",49.22,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0242","04","LXND2208-04","LXCOLL_20220802_1_0242_1",48.57,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0242","05","LXND2208-05","LXCOLL_20220802_1_0242_1",50.89,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0243","06","LXND2208-06","LXCOLL_20220802_1_0243_1",61.27,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0243","07","LXND2208-07","LXCOLL_20220802_1_0243_1",65.33,"(65,70]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0243","08","LXND2208-08","LXCOLL_20220802_1_0243_1",77.45,"(75,80]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0243","09","LXND2208-09","LXCOLL_20220802_1_0243_1",51.19,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0243","10","LXND2208-10","LXCOLL_20220802_1_0243_1",58.03,"(55,60]","No","F","2","Yes","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0244","11","LXND2208-11","LXCOLL_20220802_1_0244_1",44.69,"(40,45]","No","Z","4","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0244","12","LXND2208-12","LXCOLL_20220802_1_0244_1",44.41,"(40,45]","No","M","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0244","13","LXND2208-13","LXCOLL_20220802_1_0244_1",56.71,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0244","14","LXND2208-14","LXCOLL_20220802_1_0244_1",57.06,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-08-02,"2022","Aug",Aug 2022,"LXN","0244","15","LXND2208-15","LXCOLL_20220802_1_0244_1",47.51,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0242","01","LXND2209-01","LXCOLL_20220907_1_0242_1",41.69,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0242","02","LXND2209-02","LXCOLL_20220907_1_0242_1",65.9,"(65,70]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0242","03","LXND2209-03","LXCOLL_20220907_1_0242_1",62.03,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0242","04","LXND2209-04","LXCOLL_20220907_1_0242_1",31.37,"(30,35]","No","M","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0242","05","LXND2209-05","LXCOLL_20220907_1_0242_1",56.53,"(55,60]","No","F","2","Yes","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0243","06","LXND2209-06","LXCOLL_20220907_1_0243_1",55.58,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0243","07","LXND2209-07","LXCOLL_20220907_1_0243_1",40.65,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0243","08","LXND2209-08","LXCOLL_20220907_1_0243_1",32.44,"(30,35]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0243","09","LXND2209-09","LXCOLL_20220907_1_0243_1",50.84,"(50,55]","No","M","3","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0243","10","LXND2209-10","LXCOLL_20220907_1_0243_1",51.08,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0244","11","LXND2209-11","LXCOLL_20220907_1_0244_1",44.69,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0244","12","LXND2209-12","LXCOLL_20220907_1_0244_1",40.48,"(40,45]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0244","13","LXND2209-13","LXCOLL_20220907_1_0244_1",59.02,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0244","14","LXND2209-14","LXCOLL_20220907_1_0244_1",55.46,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-09-07,"2022","Sep",Sep 2022,"LXN","0244","15","LXND2209-15","LXCOLL_20220907_1_0244_1",54.24,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0242","01","LXND2210-01","LXCOLL_20221010_1_0242_1",50.16,"(50,55]","No","F","3","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0242","02","LXND2210-02","LXCOLL_20221010_1_0242_1",48.7,"(45,50]","No","M","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0242","03","LXND2210-03","LXCOLL_20221010_1_0242_1",54.91,"(50,55]","No","F","3","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0242","04","LXND2210-04","LXCOLL_20221010_1_0242_1",48.25,"(45,50]","No","F",NA,"Yes","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0242","05","LXND2210-05","LXCOLL_20221010_1_0242_1",49.31,"(45,50]","No","F","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0243","06","LXND2210-06","LXCOLL_20221010_1_0243_1",61.44,"(60,65]","No","F","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0243","07","LXND2210-07","LXCOLL_20221010_1_0243_1",55.01,"(55,60]","No","F","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0243","08","LXND2210-08","LXCOLL_20221010_1_0243_1",61.19,"(60,65]","No","F","3","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0243","09","LXND2210-09","LXCOLL_20221010_1_0243_1",49.35,"(45,50]","No","M","2","Yes","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0243","10","LXND2210-10","LXCOLL_20221010_1_0243_1",54.37,"(50,55]","No","F","2","Yes","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0244","11","LXND2210-11","LXCOLL_20221010_1_0244_1",54.2,"(50,55]","No","F","2","No","N",NA,"Proofed"
2022-10-10,"2022","Oct",Oct 2022,"LXN","0244","12","LXND2210-12","LXCOLL_20221010_1_0244_1",58.63,"(55,60]","No","F","3","No","N",NA,"Proofed"
